Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,-4.80E-05,1.85E-05,-1.09E-02,4.63E-01
1,4.10E-05,-2.35E-05,-2.00E-03,5.14E-01
2,6.47E-04,1.51E-04,-1.25E-02,2.96E-01
3,-1.40E-03,-5.46E-03,1.30E-02,1.33E-01
4,-4.15E-04,-3.65E-03,1.64E-03,1.40E-01
5,1.17E-03,-5.28E-04,-1.31E-03,7.04E-02
6,1.36E-03,-1.15E-03,5.19E-04,1.51E-01
7,-1.68E-03,-1.05E-03,-2.08E-05,1.00E-01
8,8.44E-04,-3.10E-04,1.59E-03,3.06E-01
9,-4.76E-06,1.46E-03,1.25E-03,1.89E-01
10,7.74E-05,6.37E-04,-7.02E-03,2.89E-01
11,-1.17E-03,-7.18E-03,4.84E-03,1.95E-01
12,-1.71E-03,5.36E-03,1.01E-02,1.11E-01
13,-8.92E-04,4.41E-03,1.17E-02,1.03E-01
14,-9.73E-04,-5.78E-04,-1.56E-03,2.51E-02
15,-6.00E-04,-6.18E-03,9.17E-03,1.49E-01
16,-5.22E-04,-5.44E-04,-7.53E-03,1.84E-01
17,1.84E-03,-1.60E-04,1.24E-03,3.04E-02
18,-8.34E-05,7.65E-04,-1.34E-02,2.30E-01
19,-1.67E-03,-6.30E-03,2.54E-03,1.10E-01
20,-9.10E-04,-6.23E-03,9.68E-03,1.46E-01
21,-7.82E-04,-6.75E-03,7.00E-03,1.80E-01
22,-3.43E-04,6.33E-03,3.77E-03,1.12E-01
23,-6.66E-04,2.05E-04,-1.42E-02,2.97E-01
24,2.14E-03,2.08E-04,1.17E-03,7.09E-03
25,-4.60E-04,-1.80E-03,-3.98E-04,1.49E-01
26,3.21E-04,-1.43E-03,1.13E-03,2.11E-01
27,5.37E-04,-4.48E-04,-3.82E-03,2.12E-01
28,2.05E-04,6.39E-04,-4.18E-03,2.63E-01
29,-1.50E-03,-2.20E-03,1.09E-04,9.68E-02
30,5.39E-04,4.83E-04,-1.45E-02,2.98E-01
31,-9.90E-04,6.71E-03,7.31E-03,1.82E-01
32,-5.03E-04,-5.99E-03,1.99E-03,1.15E-01
33,-1.67E-03,7.96E-04,-4.90E-04,5.83E-02
34,-1.52E-03,5.39E-03,1.29E-02,1.26E-01
35,-1.65E-03,-5.30E-03,1.09E-02,1.40E-01
36,-2.24E-04,6.67E-04,-8.70E-03,2.20E-01
37,-5.66E-04,6.79E-03,5.71E-03,2.12E-01
38,-1.66E-03,5.60E-03,8.66E-03,1.27E-01
39,-6.83E-04,-4.96E-03,1.15E-03,1.06E-01
