Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,9.42E-04,0.00E+00,-1.38E-02,9.88E-02
1,9.34E-04,0.00E+00,-1.37E-02,9.25E-02
2,1.16E-03,-3.64E-12,-1.38E-02,1.35E-02
3,9.50E-04,-1.46E-11,-1.49E-02,9.36E-02
4,1.19E-03,-1.82E-12,-1.49E-02,0.00E+00
5,1.19E-03,-1.82E-12,-1.48E-02,0.00E+00
6,1.01E-03,3.64E-12,-1.47E-02,7.07E-02
7,9.62E-04,0.00E+00,-1.43E-02,1.08E-01
8,1.04E-03,0.00E+00,-1.44E-02,7.07E-02
9,1.14E-03,-1.82E-12,-1.43E-02,2.67E-02
10,1.19E-03,-1.82E-12,-1.43E-02,0.00E+00
11,9.62E-04,0.00E+00,-1.45E-02,1.10E-01
12,8.27E-04,0.00E+00,-1.45E-02,1.23E-01
13,8.89E-04,1.46E-11,-1.48E-02,1.25E-01
14,7.91E-04,0.00E+00,-1.47E-02,1.33E-01
15,1.03E-03,0.00E+00,-1.42E-02,7.34E-02
16,1.19E-03,-1.82E-12,-1.43E-02,0.00E+00
17,1.19E-03,5.46E-12,-1.44E-02,0.00E+00
18,1.09E-03,-3.64E-12,-1.45E-02,5.03E-02
19,1.19E-03,-9.09E-12,-1.32E-02,0.00E+00
20,1.19E-03,-1.82E-12,-1.32E-02,0.00E+00
21,9.66E-04,1.82E-12,-1.34E-02,8.54E-02
22,9.50E-04,0.00E+00,-1.33E-02,9.06E-02
23,1.19E-03,3.64E-12,-1.38E-02,0.00E+00
24,1.19E-03,-1.82E-12,-1.38E-02,0.00E+00
25,1.17E-03,9.09E-12,-1.38E-02,7.53E-03
26,8.23E-04,0.00E+00,-1.49E-02,1.28E-01
27,4.68E-04,0.00E+00,-1.49E-02,1.28E-01
28,9.26E-04,-3.64E-12,-1.33E-02,9.85E-02
29,9.39E-04,0.00E+00,-1.33E-02,9.57E-02
30,1.19E-03,0.00E+00,-1.46E-02,0.00E+00
31,4.45E-04,4.55E-13,-1.49E-02,1.28E-01
32,4.47E-04,4.55E-13,-1.49E-02,1.28E-01
33,1.07E-03,0.00E+00,-1.36E-02,4.68E-02
34,9.45E-04,0.00E+00,-1.42E-02,1.09E-01
35,9.42E-04,-3.64E-12,-1.41E-02,1.08E-01
36,9.42E-04,0.00E+00,-1.31E-02,9.51E-02
37,8.90E-04,3.64E-12,-1.33E-02,1.06E-01
38,7.64E-04,0.00E+00,-1.31E-02,1.33E-01
39,1.19E-03,0.00E+00,-1.35E-02,0.00E+00
40,1.19E-03,-3.64E-12,-1.38E-02,0.00E+00
41,8.29E-04,0.00E+00,-1.42E-02,1.26E-01
42,6.68E-04,3.64E-12,-1.44E-02,1.45E-01
43,1.06E-03,0.00E+00,-1.40E-02,5.37E-02
44,1.19E-03,-7.28E-12,-1.41E-02,0.00E+00
45,6.92E-04,7.28E-12,-1.42E-02,1.43E-01
46,5.74E-04,0.00E+00,-1.39E-02,1.58E-01
47,7.46E-04,3.64E-12,-1.40E-02,1.30E-01
48,5.80E-04,0.00E+00,-1.40E-02,1.56E-01
49,6.16E-04,0.00E+00,-1.32E-02,1.62E-01
50,6.00E-04,-7.28E-12,-1.33E-02,1.63E-01
51,9.37E-04,-7.28E-12,-1.40E-02,9.97E-02
