Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,3.54E-03,3.31E-05,2.25E-03,2.76E+00
1,3.44E-03,-6.14E-05,2.40E-03,2.59E+00
2,3.52E-03,-1.57E-04,2.24E-03,3.13E+00
3,1.78E-03,-1.90E-03,1.33E-03,5.37E+00
4,1.90E-03,-1.89E-03,1.17E-03,4.11E+00
5,2.04E-03,-1.80E-03,1.26E-03,4.13E+00
6,1.87E-03,-1.79E-03,1.55E-03,4.44E+00
7,1.67E-03,-1.89E-03,1.49E-03,7.39E+00
8,1.72E-03,-1.80E-03,1.65E-03,6.05E+00
9,1.55E-03,-1.85E-03,1.65E-03,8.85E+00
10,1.64E-03,-1.75E-03,1.80E-03,7.26E+00
11,1.44E-03,-1.80E-03,1.80E-03,1.15E+01
12,1.54E-03,-1.69E-03,1.94E-03,9.43E+00
13,1.34E-03,-1.72E-03,1.95E-03,1.41E+01
14,1.44E-03,-1.61E-03,2.08E-03,1.15E+01
15,1.23E-03,-1.63E-03,2.09E-03,1.58E+01
16,1.34E-03,-1.51E-03,2.22E-03,1.27E+01
17,1.14E-03,-1.52E-03,2.23E-03,1.82E+01
18,1.26E-03,-1.39E-03,2.34E-03,1.42E+01
19,1.05E-03,-1.39E-03,2.35E-03,2.02E+01
20,1.18E-03,-1.26E-03,2.45E-03,1.65E+01
21,9.77E-04,-1.25E-03,2.46E-03,2.23E+01
22,1.11E-03,-1.12E-03,2.55E-03,1.84E+01
23,9.08E-04,-1.09E-03,2.56E-03,2.42E+01
24,1.05E-03,-9.63E-04,2.64E-03,2.01E+01
25,8.50E-04,-9.20E-04,2.65E-03,2.55E+01
26,1.00E-03,-7.96E-04,2.72E-03,2.12E+01
27,8.02E-04,-7.41E-04,2.72E-03,2.57E+01
28,9.63E-04,-6.21E-04,2.78E-03,1.94E+01
29,7.65E-04,-5.55E-04,2.77E-03,2.56E+01
30,9.33E-04,-4.40E-04,2.82E-03,2.07E+01
31,7.40E-04,-3.62E-04,2.81E-03,2.67E+01
32,9.13E-04,-2.54E-04,2.85E-03,2.07E+01
33,7.25E-04,-1.66E-04,2.84E-03,2.60E+01
34,9.04E-04,-6.46E-05,2.87E-03,2.01E+01
35,7.21E-04,3.22E-05,2.84E-03,2.60E+01
36,9.06E-04,1.25E-04,2.87E-03,2.19E+01
37,7.29E-04,2.30E-04,2.83E-03,2.72E+01
38,9.19E-04,3.14E-04,2.85E-03,2.15E+01
39,7.49E-04,4.26E-04,2.81E-03,2.84E+01
40,9.43E-04,4.99E-04,2.82E-03,2.21E+01
41,7.79E-04,6.17E-04,2.76E-03,3.20E+01
42,9.77E-04,6.80E-04,2.77E-03,2.26E+01
43,8.20E-04,8.01E-04,2.70E-03,3.00E+01
44,1.02E-03,8.53E-04,2.70E-03,2.07E+01
45,8.71E-04,9.78E-04,2.63E-03,2.45E+01
46,1.08E-03,1.02E-03,2.63E-03,1.88E+01
47,9.33E-04,1.14E-03,2.54E-03,2.29E+01
48,1.14E-03,1.17E-03,2.53E-03,1.76E+01
49,1.00E-03,1.30E-03,2.44E-03,2.08E+01
50,1.21E-03,1.31E-03,2.43E-03,1.47E+01
51,1.08E-03,1.44E-03,2.32E-03,1.89E+01
52,1.29E-03,1.44E-03,2.32E-03,1.30E+01
53,1.17E-03,1.56E-03,2.20E-03,1.67E+01
54,1.38E-03,1.55E-03,2.19E-03,1.11E+01
55,1.27E-03,1.67E-03,2.06E-03,1.52E+01
56,1.47E-03,1.65E-03,2.06E-03,9.58E+00
57,1.37E-03,1.76E-03,1.92E-03,1.33E+01
58,1.57E-03,1.72E-03,1.92E-03,7.96E+00
59,1.48E-03,1.83E-03,1.77E-03,1.07E+01
60,1.68E-03,1.78E-03,1.77E-03,6.40E+00
61,1.59E-03,1.88E-03,1.61E-03,8.68E+00
62,1.79E-03,1.82E-03,1.62E-03,5.14E+00
63,1.70E-03,1.91E-03,1.45E-03,6.76E+00
64,2.02E-03,-1.86E-03,1.01E-03,3.41E+00
65,2.01E-03,-1.77E-03,1.45E-03,4.01E+00
66,1.90E-03,1.84E-03,1.47E-03,4.04E+00
67,1.82E-03,1.92E-03,1.29E-03,5.04E+00
68,2.01E-03,1.84E-03,1.31E-03,3.91E+00
69,1.93E-03,1.91E-03,1.13E-03,4.21E+00
70,2.12E-03,1.82E-03,1.16E-03,4.64E+00
71,2.05E-03,1.87E-03,9.73E-04,4.19E+00
72,2.23E-03,1.77E-03,1.01E-03,5.17E+00
73,2.16E-03,1.82E-03,8.20E-04,4.35E+00
74,2.33E-03,1.71E-03,8.68E-04,5.71E+00
75,2.27E-03,1.75E-03,6.72E-04,5.02E+00
76,2.44E-03,1.63E-03,7.30E-04,6.74E+00
77,3.41E-03,-2.52E-04,2.38E-03,2.83E+00
78,3.61E-03,-1.97E-05,2.05E-03,3.15E+00
79,3.44E-03,1.34E-04,2.41E-03,2.57E+00
80,2.38E-03,1.65E-03,5.32E-04,5.66E+00
81,2.53E-03,1.54E-03,6.00E-04,7.31E+00
82,2.47E-03,1.54E-03,4.01E-04,5.85E+00
83,2.63E-03,1.42E-03,4.79E-04,8.04E+00
84,2.56E-03,1.41E-03,2.80E-04,6.49E+00
85,2.71E-03,1.29E-03,3.68E-04,9.29E+00
86,2.65E-03,1.27E-03,1.71E-04,7.85E+00
87,2.78E-03,1.15E-03,2.70E-04,1.02E+01
88,2.72E-03,1.11E-03,7.49E-05,9.32E+00
89,2.85E-03,9.90E-04,1.83E-04,1.13E+01
90,2.78E-03,9.42E-04,-7.70E-06,1.03E+01
91,2.91E-03,8.23E-04,1.11E-04,1.24E+01
92,1.86E-03,-1.71E-03,1.75E-03,4.32E+00
93,2.84E-03,7.63E-04,-7.58E-05,1.10E+01
94,2.95E-03,6.47E-04,5.21E-05,1.29E+01
95,2.88E-03,5.77E-04,-1.29E-04,1.14E+01
96,1.74E-03,-1.65E-03,1.93E-03,5.42E+00
97,2.98E-03,4.64E-04,8.40E-06,1.26E+01
98,1.63E-03,-1.58E-03,2.07E-03,7.10E+00
99,2.91E-03,3.84E-04,-1.66E-04,1.12E+01
100,2.21E-03,-1.75E-03,1.10E-03,4.80E+00
101,3.01E-03,2.76E-04,-2.02E-05,1.34E+01
102,1.54E-03,-1.49E-03,2.20E-03,8.23E+00
103,2.18E-03,-1.71E-03,1.36E-03,4.56E+00
104,2.92E-03,1.88E-04,-1.88E-04,1.16E+01
105,1.46E-03,-1.39E-03,2.32E-03,8.75E+00
106,3.02E-03,8.60E-05,-3.34E-05,1.34E+01
107,2.09E-03,-1.69E-03,1.58E-03,4.10E+00
108,2.93E-03,-1.02E-05,-1.94E-04,1.17E+01
109,1.38E-03,-1.27E-03,2.44E-03,9.69E+00
110,3.02E-03,-1.05E-04,-3.09E-05,1.39E+01
111,1.31E-03,-1.14E-03,2.54E-03,1.18E+01
112,2.92E-03,-2.08E-04,-1.83E-04,1.24E+01
113,3.00E-03,-2.95E-04,-1.29E-05,1.38E+01
114,1.25E-03,-9.94E-04,2.63E-03,1.34E+01
115,2.90E-03,-4.04E-04,-1.57E-04,1.21E+01
116,1.20E-03,-8.40E-04,2.71E-03,1.48E+01
117,2.98E-03,-4.81E-04,2.03E-05,1.30E+01
118,2.87E-03,-5.95E-04,-1.15E-04,1.22E+01
119,1.16E-03,-6.77E-04,2.78E-03,1.39E+01
120,2.94E-03,-6.62E-04,6.84E-05,1.28E+01
121,1.12E-03,-5.07E-04,2.83E-03,1.42E+01
122,2.82E-03,-7.79E-04,-5.75E-05,1.16E+01
123,2.89E-03,-8.35E-04,1.31E-04,1.25E+01
124,1.10E-03,-3.32E-04,2.86E-03,1.50E+01
125,2.77E-03,-9.56E-04,1.45E-05,1.06E+01
126,1.09E-03,-1.53E-04,2.88E-03,1.41E+01
127,2.83E-03,-1.00E-03,2.08E-04,1.14E+01
128,2.70E-03,-1.12E-03,1.01E-04,9.30E+00
129,1.08E-03,2.86E-05,2.89E-03,1.46E+01
130,2.76E-03,-1.15E-03,2.99E-04,1.01E+01
131,1.09E-03,2.10E-04,2.88E-03,1.57E+01
132,2.63E-03,-1.28E-03,2.00E-04,7.51E+00
133,2.69E-03,-1.30E-03,4.04E-04,8.38E+00
134,1.11E-03,3.89E-04,2.86E-03,1.39E+01
135,3.47E-03,-3.40E-04,2.21E-03,3.32E+00
136,2.54E-03,-1.42E-03,3.11E-04,6.04E+00
137,1.14E-03,5.64E-04,2.82E-03,1.38E+01
138,2.60E-03,-1.42E-03,5.19E-04,7.13E+00
139,2.45E-03,-1.54E-03,4.34E-04,5.20E+00
140,1.17E-03,7.33E-04,2.77E-03,1.52E+01
141,2.51E-03,-1.53E-03,6.43E-04,6.22E+00
142,1.22E-03,8.94E-04,2.70E-03,1.36E+01
143,2.35E-03,-1.65E-03,5.67E-04,4.70E+00
144,2.41E-03,-1.62E-03,7.74E-04,5.91E+00
145,1.28E-03,1.05E-03,2.62E-03,1.25E+01
146,2.24E-03,-1.74E-03,7.08E-04,4.18E+00
147,3.57E-03,-2.37E-04,2.06E-03,3.49E+00
148,1.34E-03,1.19E-03,2.52E-03,1.22E+01
149,2.31E-03,-1.70E-03,9.14E-04,5.42E+00
150,3.31E-03,-1.51E-04,2.53E-03,2.38E+00
151,3.57E-03,2.03E-04,2.12E-03,2.76E+00
152,2.13E-03,-1.81E-03,8.56E-04,3.69E+00
153,3.32E-03,4.31E-05,2.54E-03,2.47E+00
154,1.42E-03,1.32E-03,2.42E-03,1.01E+01
155,3.50E-03,2.25E-04,2.28E-03,2.74E+00
156,1.50E-03,1.43E-03,2.31E-03,7.92E+00
157,1.58E-03,1.53E-03,2.18E-03,6.45E+00
158,1.68E-03,1.61E-03,2.05E-03,5.28E+00
159,2.32E-03,-1.62E-03,1.45E-03,5.21E+00
160,1.77E-03,1.68E-03,1.92E-03,4.11E+00
161,2.27E-03,-1.58E-03,1.67E-03,4.74E+00
162,1.87E-03,1.72E-03,1.77E-03,3.78E+00
163,2.46E-03,-1.52E-03,1.54E-03,5.82E+00
164,2.42E-03,-1.48E-03,1.75E-03,5.35E+00
165,1.98E-03,1.75E-03,1.63E-03,4.02E+00
166,2.60E-03,-1.42E-03,1.63E-03,6.18E+00
167,2.08E-03,1.76E-03,1.49E-03,4.32E+00
168,2.56E-03,-1.37E-03,1.83E-03,5.50E+00
169,2.73E-03,-1.31E-03,1.72E-03,5.78E+00
170,2.19E-03,1.75E-03,1.34E-03,4.87E+00
171,2.69E-03,-1.26E-03,1.92E-03,5.10E+00
172,2.29E-03,1.72E-03,1.20E-03,5.48E+00
173,2.86E-03,-1.20E-03,1.80E-03,5.35E+00
174,2.82E-03,-1.15E-03,2.00E-03,4.50E+00
175,2.40E-03,1.67E-03,1.06E-03,5.95E+00
176,2.98E-03,-1.08E-03,1.89E-03,5.10E+00
177,2.50E-03,1.60E-03,9.22E-04,6.32E+00
178,2.36E-03,-1.64E-03,1.25E-03,5.56E+00
179,2.95E-03,-1.03E-03,2.08E-03,4.27E+00
180,3.10E-03,-9.55E-04,1.96E-03,4.81E+00
181,2.59E-03,1.52E-03,7.94E-04,6.92E+00
182,3.06E-03,-8.93E-04,2.15E-03,4.00E+00
183,2.51E-03,-1.54E-03,1.34E-03,6.32E+00
184,2.68E-03,1.42E-03,6.74E-04,7.74E+00
185,3.21E-03,-8.18E-04,2.04E-03,4.31E+00
186,3.17E-03,-7.51E-04,2.22E-03,3.60E+00
187,2.61E-03,-1.45E-03,1.46E-03,6.46E+00
188,2.77E-03,1.30E-03,5.63E-04,8.96E+00
189,3.31E-03,-6.71E-04,2.11E-03,3.74E+00
190,2.84E-03,1.17E-03,4.63E-04,1.01E+01
191,2.75E-03,-1.35E-03,1.52E-03,6.45E+00
192,3.27E-03,-5.98E-04,2.29E-03,3.17E+00
193,3.40E-03,-5.12E-04,2.17E-03,3.42E+00
194,2.88E-03,-1.24E-03,1.60E-03,6.19E+00
195,2.91E-03,1.03E-03,3.74E-04,1.10E+01
196,3.35E-03,-4.32E-04,2.34E-03,2.94E+00
197,3.00E-03,-1.12E-03,1.69E-03,6.14E+00
198,2.97E-03,8.71E-04,2.97E-04,1.18E+01
199,3.02E-03,7.06E-04,2.34E-04,1.22E+01
200,3.13E-03,-9.96E-04,1.76E-03,5.93E+00
201,3.24E-03,-8.62E-04,1.84E-03,5.30E+00
202,3.06E-03,5.33E-04,1.86E-04,1.23E+01
203,3.35E-03,-7.18E-04,1.91E-03,4.83E+00
204,3.09E-03,3.55E-04,1.51E-04,1.25E+01
205,3.44E-03,-5.66E-04,1.98E-03,4.07E+00
206,3.10E-03,1.73E-04,1.31E-04,1.28E+01
207,3.11E-03,-1.02E-05,1.26E-04,1.32E+01
208,3.51E-03,-4.11E-04,2.03E-03,3.76E+00
209,3.10E-03,-1.93E-04,1.36E-04,1.29E+01
210,3.08E-03,-3.74E-04,1.61E-04,1.32E+01
211,3.05E-03,-5.50E-04,2.01E-04,1.28E+01
212,3.01E-03,-7.20E-04,2.53E-04,1.16E+01
213,2.95E-03,-8.82E-04,3.19E-04,1.17E+01
214,2.89E-03,-1.03E-03,4.01E-04,1.10E+01
215,2.82E-03,-1.18E-03,4.98E-04,1.00E+01
216,2.74E-03,-1.31E-03,6.06E-04,8.62E+00
217,2.65E-03,-1.42E-03,7.21E-04,7.34E+00
218,2.56E-03,-1.51E-03,8.45E-04,6.67E+00
219,2.47E-03,-1.59E-03,9.67E-04,6.29E+00
220,2.38E-03,-1.65E-03,1.07E-03,5.62E+00
221,2.07E-03,-1.60E-03,1.81E-03,4.00E+00
222,2.24E-03,-1.51E-03,1.88E-03,4.63E+00
223,2.38E-03,-1.41E-03,1.95E-03,4.56E+00
224,2.52E-03,-1.31E-03,2.03E-03,4.50E+00
225,2.64E-03,-1.20E-03,2.10E-03,4.43E+00
226,2.77E-03,-1.08E-03,2.18E-03,3.98E+00
227,2.89E-03,-9.49E-04,2.26E-03,3.56E+00
228,3.01E-03,-8.12E-04,2.33E-03,3.15E+00
229,3.11E-03,-6.65E-04,2.40E-03,2.90E+00
230,3.20E-03,-5.07E-04,2.46E-03,2.70E+00
231,3.26E-03,-3.35E-04,2.50E-03,2.41E+00
232,2.51E-03,-1.56E-03,1.16E-03,6.54E+00
233,3.62E-03,1.84E-04,1.91E-03,2.88E+00
234,3.61E-03,-1.64E-04,1.88E-03,3.26E+00
235,2.70E-03,-1.42E-03,1.27E-03,6.90E+00
236,3.31E-03,2.39E-04,2.53E-03,2.43E+00
237,2.88E-03,-1.27E-03,1.39E-03,7.25E+00
238,3.40E-03,3.28E-04,2.39E-03,2.78E+00
239,3.01E-03,-1.15E-03,1.48E-03,7.37E+00
240,3.14E-03,-1.02E-03,1.56E-03,6.88E+00
241,3.25E-03,-8.87E-04,1.64E-03,6.81E+00
242,3.36E-03,-7.47E-04,1.71E-03,6.18E+00
243,3.45E-03,-5.96E-04,1.78E-03,4.99E+00
244,3.53E-03,-4.41E-04,1.85E-03,3.94E+00
245,3.57E-03,-3.13E-04,1.92E-03,3.86E+00
246,3.48E-03,4.06E-04,2.20E-03,3.05E+00
247,3.18E-03,-4.42E-05,2.65E-03,1.98E+00
248,1.91E-03,-1.60E-03,1.92E-03,3.80E+00
249,1.85E-03,-1.52E-03,2.08E-03,3.94E+00
250,1.69E-03,-1.48E-03,2.18E-03,5.03E+00
251,1.65E-03,-1.39E-03,2.30E-03,5.26E+00
252,1.57E-03,-1.27E-03,2.42E-03,5.71E+00
253,1.51E-03,-1.15E-03,2.53E-03,7.14E+00
254,1.45E-03,-1.01E-03,2.62E-03,8.96E+00
255,1.40E-03,-8.72E-04,2.70E-03,1.01E+01
256,1.35E-03,-7.22E-04,2.77E-03,1.01E+01
257,1.31E-03,-5.65E-04,2.82E-03,1.00E+01
258,3.64E-03,1.77E-05,1.79E-03,2.58E+00
259,1.29E-03,-4.00E-04,2.87E-03,1.09E+01
260,1.27E-03,-2.31E-04,2.89E-03,1.04E+01
261,1.26E-03,-5.95E-05,2.91E-03,9.86E+00
262,1.26E-03,1.13E-04,2.91E-03,1.10E+01
263,3.56E-03,3.76E-04,1.99E-03,3.22E+00
264,3.15E-03,-2.28E-04,2.63E-03,2.07E+00
265,1.28E-03,2.85E-04,2.89E-03,1.05E+01
266,1.30E-03,4.54E-04,2.86E-03,9.12E+00
267,3.18E-03,1.47E-04,2.65E-03,2.05E+00
268,1.33E-03,6.18E-04,2.82E-03,9.69E+00
269,1.37E-03,7.75E-04,2.76E-03,1.07E+01
270,1.42E-03,9.25E-04,2.69E-03,9.29E+00
271,1.48E-03,1.06E-03,2.61E-03,8.80E+00
272,1.54E-03,1.19E-03,2.51E-03,7.82E+00
273,1.61E-03,1.31E-03,2.41E-03,5.70E+00
274,1.69E-03,1.41E-03,2.30E-03,4.42E+00
275,1.78E-03,1.50E-03,2.18E-03,3.71E+00
276,1.87E-03,1.57E-03,2.05E-03,3.22E+00
277,1.96E-03,1.62E-03,1.92E-03,3.35E+00
278,2.06E-03,1.65E-03,1.78E-03,4.28E+00
279,2.16E-03,1.67E-03,1.65E-03,4.58E+00
280,2.26E-03,1.67E-03,1.51E-03,5.03E+00
281,2.36E-03,1.65E-03,1.37E-03,5.35E+00
282,2.46E-03,1.62E-03,1.24E-03,5.79E+00
283,2.56E-03,1.56E-03,1.11E-03,6.32E+00
284,2.65E-03,1.49E-03,9.82E-04,6.91E+00
285,2.74E-03,1.40E-03,8.64E-04,7.94E+00
286,2.83E-03,1.30E-03,7.54E-04,9.09E+00
287,2.90E-03,1.18E-03,6.53E-04,1.02E+01
288,2.97E-03,1.05E-03,5.63E-04,1.08E+01
289,3.03E-03,9.07E-04,4.85E-04,1.14E+01
290,3.09E-03,7.53E-04,4.18E-04,1.21E+01
291,3.13E-03,5.91E-04,3.65E-04,1.22E+01
292,3.16E-03,4.22E-04,3.26E-04,1.20E+01
