Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,-1.37E-03,-1.03E-03,1.67E-03,2.73E+01
1,-1.53E-03,-9.55E-04,1.57E-03,2.63E+01
2,-1.46E-03,-1.12E-03,1.53E-03,2.85E+01
3,-2.27E-03,-7.54E-04,1.12E-04,1.18E+01
4,-2.23E-03,-8.57E-04,-9.27E-05,9.03E+00
5,-2.19E-03,-9.58E-04,1.01E-04,1.21E+01
6,-2.17E-03,-6.46E-04,7.91E-04,1.78E+01
7,-2.23E-03,-6.48E-04,5.63E-04,1.60E+01
8,-2.14E-03,-8.31E-04,6.61E-04,1.91E+01
9,-8.16E-04,9.02E-04,-2.07E-03,5.64E+00
10,-8.15E-04,1.08E-03,-1.99E-03,1.17E+00
11,-6.59E-04,1.02E-03,-2.07E-03,5.71E+00
12,1.53E-04,-2.38E-03,2.06E-06,1.08E+01
13,2.55E-04,-2.36E-03,1.90E-04,8.38E+00
14,6.57E-05,-2.38E-03,1.72E-04,9.09E+00
15,-2.16E-03,-9.85E-04,-2.73E-04,5.68E+00
16,-2.14E-03,-1.06E-03,-6.08E-05,9.09E+00
17,6.12E-04,2.33E-03,1.92E-04,3.19E+00
18,5.16E-04,2.33E-03,3.33E-04,2.99E+00
19,6.64E-04,2.29E-03,3.48E-04,1.66E+00
20,-1.19E-03,-1.12E-03,1.74E-03,2.33E+01
21,-1.30E-03,-1.20E-03,1.61E-03,2.81E+01
22,1.25E-03,-1.81E-03,-9.17E-04,5.85E+00
23,1.10E-03,-1.95E-03,-8.25E-04,5.76E+00
24,1.11E-03,-1.87E-03,-9.90E-04,6.31E+00
25,-4.84E-04,-1.09E-03,-2.07E-03,6.04E+00
26,-6.37E-04,-1.17E-03,-1.98E-03,9.72E-01
27,-6.59E-04,-9.94E-04,-2.07E-03,6.79E+00
28,-9.95E-05,-1.19E-03,-2.07E-03,6.31E+00
29,-2.20E-04,-1.30E-03,-1.99E-03,1.71E+00
